,sample,timeSinceboot,ADC0,ADC1,ADC2
2162,17.0,178989297.0,1.040112,0.674341,0.675146
2163,16.0,178994315.0,1.602466,0.699316,0.676758
2164,15.0,178999333.0,1.428442,0.646948,0.634058
2165,11.0,179019405.0,1.387354,0.666284,0.653394
2166,10.0,179024423.0,1.426831,0.693677,0.678369
2167,9.0,179029445.0,1.089258,0.651782,0.659033
2168,8.0,179034466.0,1.678198,0.657422,0.634058
2169,7.0,179039484.0,1.628247,0.701733,0.674341
2170,6.0,179044502.0,1.492895,0.693677,0.671924
2171,4.0,179054538.0,1.915064,0.703345,0.66709
2172,3.0,179059556.0,1.544458,0.696899,0.675952
2173,2.0,179064574.0,1.561377,0.66145,0.638892
2174,2.0,179069592.0,1.390576,0.667895,0.655005
2175,1.0,179074610.0,1.500147,0.696899,0.679175
2176,0.0,179079649.0,1.764404,0.692065,0.658228
2177,18.0,179084682.0,1.530762,0.659033,0.636475
2178,17.0,179089702.0,1.554126,0.703345,0.677563
2179,16.0,179094720.0,1.061865,0.668701,0.671924
2180,15.0,179099738.0,1.750708,0.663867,0.633252
2181,14.0,179104756.0,1.488867,0.69126,0.671924
2182,13.0,179109774.0,1.323706,0.687231,0.679175
2183,11.0,179119810.0,1.293896,0.665479,0.659839
2184,10.0,179124828.0,1.633887,0.705762,0.683203
2185,9.0,179129846.0,1.738623,0.69126,0.660645
2186,8.0,179134865.0,1.554126,0.665479,0.640503
2187,7.0,179139883.0,1.01272,0.670312,0.676758
2188,6.0,179144901.0,1.097314,0.662256,0.671118
2189,5.0,179149919.0,1.78938,0.659839,0.632446
2190,4.0,179154937.0,1.037695,0.659033,0.669507
2191,3.0,179159955.0,1.667725,0.698511,0.677563
2192,2.0,179164973.0,1.654028,0.659839,0.635669
2193,1.0,179169991.0,1.37688,0.668701,0.657422
2194,0.0,179175010.0,1.496118,0.696094,0.676758
2195,17.0,179185079.0,1.383325,0.649365,0.635669
2196,17.0,179190100.0,1.315649,0.684814,0.672729
2197,16.0,179195119.0,1.164185,0.664673,0.665479
2198,15.0,179200138.0,2.002881,0.674341,0.630029
2199,14.0,179205156.0,1.33418,0.681592,0.669507
2200,13.0,179210174.0,1.292285,0.681592,0.674341
2201,12.0,179215192.0,2.044775,0.68562,0.635669
2202,11.0,179220210.0,1.290674,0.673535,0.658228
2203,10.0,179225230.0,1.587964,0.705762,0.677563
2204,9.0,179230248.0,1.706396,0.684814,0.650977
2205,8.0,179235266.0,1.384131,0.659839,0.642114
2206,7.0,179240284.0,1.552515,0.703345,0.677563
2207,5.0,179250320.0,1.5646,0.659839,0.630835
2208,4.0,179255338.0,1.519482,0.697705,0.671924
2209,3.0,179260356.0,1.608911,0.706567,0.676758
2210,2.0,179265374.0,1.494507,0.657422,0.634863
2211,18.0,179280451.0,1.834497,0.69126,0.649365
2212,17.0,179285474.0,1.587964,0.676758,0.645337
2213,17.0,179290492.0,1.401855,0.699316,0.678369
2214,16.0,179295510.0,1.362378,0.683203,0.66709
2215,15.0,179300528.0,2.097949,0.69126,0.634058
2216,14.0,179305546.0,1.479199,0.701733,0.673535
2217,12.0,179315582.0,1.503369,0.659839,0.634863
2218,11.0,179320600.0,1.376074,0.682397,0.66709
2219,10.0,179325621.0,1.589575,0.706567,0.680786
2220,9.0,179330639.0,1.757153,0.68562,0.649365
2221,5.0,179350711.0,1.634692,0.666284,0.635669
2222,4.0,179355729.0,1.896533,0.725903,0.678369
2223,3.0,179360747.0,1.412329,0.700928,0.678369
2224,2.0,179365765.0,1.247974,0.642114,0.634058
2225,18.0,179380863.0,1.902979,0.679175,0.635669
2226,17.0,179385884.0,1.334985,0.667895,0.650977
2227,16.0,179390903.0,1.448584,0.702539,0.67998
2228,15.0,179395921.0,0.935376,0.653394,0.663061
2229,15.0,179400939.0,1.723315,0.664673,0.634863
2230,14.0,179405957.0,1.559766,0.700928,0.676758
2231,13.0,179410975.0,1.538818,0.699316,0.675146
2232,12.0,179415993.0,1.496118,0.655005,0.632446
2233,11.0,179421011.0,1.433276,0.687231,0.666284
2234,10.0,179426029.0,1.574268,0.706567,0.677563
2235,9.0,179431047.0,1.634692,0.675146,0.641309
2236,8.0,179436065.0,1.583935,0.683203,0.651782
2237,6.0,179446101.0,1.699145,0.696899,0.659839
2238,5.0,179451119.0,1.498535,0.659033,0.632446
2239,4.0,179456137.0,1.503369,0.700122,0.672729
2240,3.0,179461155.0,1.562183,0.702539,0.671924
2241,2.0,179466173.0,1.554932,0.659839,0.630029
2242,1.0,179471191.0,1.767627,0.711401,0.669507
2243,0.0,179476233.0,1.521899,0.699316,0.668701
2244,18.0,179481270.0,1.562183,0.678369,0.645337
2245,17.0,179486290.0,1.446973,0.67998,0.654199
2246,16.0,179491308.0,1.550903,0.708179,0.679175
2247,15.0,179496326.0,1.554932,0.688037,0.659839
2248,14.0,179501344.0,1.483227,0.66145,0.636475
2249,13.0,179511380.0,1.538013,0.700122,0.672729
2250,12.0,179516398.0,1.550098,0.659839,0.631641
2251,11.0,179521416.0,1.44375,0.692871,0.669507
2252,10.0,179526435.0,1.509009,0.703345,0.678369
2253,9.0,179531454.0,1.576685,0.66709,0.640503
2254,8.0,179536472.0,1.496118,0.682397,0.658228
2255,7.0,179541490.0,1.459058,0.702539,0.67998
2256,6.0,179546508.0,1.568628,0.684814,0.658228
2257,2.0,179566580.0,1.531567,0.655811,0.630029
2258,0.0,179576635.0,1.519482,0.696094,0.676758
2259,18.0,179581668.0,1.611328,0.663867,0.635669
2260,17.0,179586692.0,1.451807,0.680786,0.655811
2261,16.0,179591712.0,1.459863,0.698511,0.677563
2262,15.0,179596730.0,1.570239,0.679175,0.652588
2263,14.0,179601747.0,1.476782,0.659839,0.638892
2264,13.0,179606765.0,1.460669,0.696094,0.676758
2265,12.0,179611783.0,1.550098,0.693677,0.668701
2266,12.0,179616801.0,1.54043,0.654199,0.630029
2267,11.0,179621819.0,1.44375,0.689648,0.668701
2268,10.0,179626837.0,1.518677,0.697705,0.674341
2269,9.0,179631855.0,1.575879,0.659839,0.634058
2270,8.0,179636873.0,1.421191,0.677563,0.659033
2271,6.0,179646909.0,1.580713,0.676758,0.652588
2272,5.0,179651927.0,1.478394,0.662256,0.644531
2273,4.0,179656945.0,1.522705,0.700122,0.679175
2274,3.0,179661963.0,1.538818,0.692871,0.670312
2275,2.0,179666981.0,1.515454,0.653394,0.632446
2276,1.0,179671999.0,1.444556,0.690454,0.671924
2277,0.0,179677037.0,1.517871,0.696094,0.675146
2278,18.0,179682072.0,1.573462,0.657422,0.634058
2279,17.0,179687094.0,1.445361,0.680786,0.663867
2280,16.0,179692113.0,1.502563,0.700122,0.680786
2281,15.0,179697131.0,1.582324,0.676758,0.651782
2282,12.0,179712185.0,1.608105,0.697705,0.670312
2283,11.0,179717203.0,1.416357,0.651782,0.634863
2284,11.0,179722221.0,1.465503,0.694482,0.675146
2285,10.0,179727240.0,1.524316,0.700122,0.676758
2286,6.0,179747313.0,1.579102,0.675146,0.647754
2287,5.0,179752331.0,1.46792,0.670312,0.646948
2288,4.0,179757349.0,1.473559,0.700928,0.678369
2289,3.0,179762367.0,1.556543,0.692871,0.66709
2290,2.0,179767385.0,1.514648,0.656616,0.634058
2291,18.0,179782475.0,1.555737,0.655811,0.630835
2292,17.0,179787497.0,1.496924,0.687231,0.664673
2293,16.0,179792515.0,1.416357,0.694482,0.677563
2294,15.0,179797533.0,1.606494,0.671924,0.645337
2295,14.0,179802551.0,1.475977,0.668701,0.649365
2296,13.0,179807569.0,1.485644,0.697705,0.677563
2297,12.0,179812587.0,1.562988,0.688843,0.664673
2298,11.0,179817605.0,1.480005,0.654199,0.633252
2299,9.0,179832659.0,1.556543,0.658228,0.631641
2300,8.0,179837677.0,1.446973,0.687231,0.665479
2301,0.0,179877843.0,1.54043,0.698511,0.671118
2302,18.0,179882877.0,1.538013,0.657422,0.629224
2303,17.0,179887900.0,1.434888,0.690454,0.664673
2304,16.0,179892918.0,1.517871,0.702539,0.674341
2305,15.0,179897936.0,1.581519,0.670312,0.639697
2306,14.0,179902954.0,1.435693,0.675952,0.653394
2307,12.0,179912990.0,1.482422,0.683203,0.659839
2308,11.0,179918008.0,1.523511,0.662256,0.638086
2309,10.0,179923026.0,1.518677,0.702539,0.676758
2310,8.0,179933062.0,1.547681,0.659839,0.633252
2311,8.0,179938080.0,1.435693,0.690454,0.668701
2312,7.0,179943098.0,1.585547,0.704956,0.678369
2313,6.0,179948116.0,1.475977,0.659839,0.639697
2314,5.0,179953134.0,1.477588,0.678369,0.653394
2315,4.0,179958152.0,1.506592,0.700122,0.676758
2316,3.0,179963170.0,1.572656,0.683203,0.655811
2317,2.0,179968188.0,1.48645,0.659033,0.634863
2318,0.0,179978244.0,1.54043,0.690454,0.666284
2319,18.0,179983280.0,1.532373,0.653394,0.626807
2320,17.0,179988305.0,1.445361,0.688037,0.666284
2321,16.0,179993323.0,1.514648,0.698511,0.674341
2322,15.0,179998342.0,1.585547,0.663867,0.635669
2323,14.0,180003360.0,1.435693,0.675146,0.654199
2324,12.0,180013396.0,1.51626,0.676758,0.652588
2325,11.0,180018414.0,1.485644,0.660645,0.636475
2326,10.0,180023432.0,1.508203,0.698511,0.673535
2327,9.0,180028450.0,1.538818,0.692065,0.66709
2328,8.0,180033468.0,1.53479,0.654199,0.628418
2329,6.0,180043504.0,1.533179,0.700122,0.672729
2330,6.0,180048522.0,1.571851,0.663867,0.632446
2331,5.0,180053540.0,1.493701,0.684009,0.655005
2332,4.0,180058558.0,1.375269,0.694482,0.673535
2333,18.0,180083682.0,1.525122,0.657422,0.631641
2334,17.0,180088704.0,1.447778,0.694482,0.671118
2335,16.0,180093722.0,1.523511,0.700928,0.676758
2336,15.0,180098741.0,1.576685,0.664673,0.636475
2337,13.0,180108777.0,1.50498,0.703345,0.678369
2338,12.0,180113795.0,1.580713,0.679175,0.649365
2339,11.0,180118813.0,1.464697,0.667895,0.644531
2340,10.0,180123831.0,1.480005,0.700928,0.677563
2341,9.0,180128849.0,1.551709,0.695288,0.668701
2342,8.0,180133868.0,1.523511,0.658228,0.633252
2343,7.0,180138886.0,1.447778,0.693677,0.671924
2344,6.0,180143904.0,1.531567,0.700122,0.674341
2345,5.0,180148922.0,1.584741,0.663867,0.635669
2346,5.0,180153940.0,1.43811,0.68562,0.66709
2347,4.0,180158958.0,1.509814,0.703345,0.683203
2348,3.0,180163976.0,1.584741,0.679175,0.653394
2349,1.0,180174012.0,1.480811,0.700928,0.683203
2350,0.0,180179051.0,1.555737,0.690454,0.671118
2351,18.0,180184084.0,1.505786,0.657422,0.638086
2352,17.0,180189105.0,1.469531,0.696899,0.678369
2353,16.0,180194123.0,1.511426,0.699316,0.679175
2354,15.0,180199141.0,1.597632,0.663867,0.638892
2355,14.0,180204159.0,1.430859,0.686426,0.671118
2356,13.0,180209177.0,1.600855,0.708984,0.684009
2357,12.0,180214195.0,1.458252,0.668701,0.652588
2358,11.0,180219213.0,1.488062,0.673535,0.656616
2359,7.0,180239285.0,1.463086,0.694482,0.681592
2360,6.0,180244303.0,1.533984,0.696899,0.681592
2361,5.0,180249321.0,1.562988,0.657422,0.641309
2362,4.0,180254339.0,1.420386,0.684009,0.674341
2363,3.0,180259357.0,1.521094,0.698511,0.684814
2364,3.0,180264375.0,1.594409,0.669507,0.651782
2365,2.0,180269393.0,1.44375,0.668701,0.659033
2366,1.0,180274411.0,1.488867,0.697705,0.684814
2367,18.0,180284480.0,1.496118,0.655811,0.641309
2368,17.0,180289501.0,1.472754,0.696094,0.67998
2369,16.0,180294519.0,1.530762,0.696094,0.677563
2370,15.0,180299537.0,1.612939,0.660645,0.634863
2371,14.0,180304555.0,1.401855,0.684814,0.668701
2372,13.0,180309573.0,1.441333,0.694482,0.678369
2373,12.0,180314591.0,1.637109,0.669507,0.641309
2374,11.0,180319609.0,1.452612,0.672729,0.651782
2375,10.0,180324627.0,1.491284,0.699316,0.676758
2376,9.0,180329649.0,1.562183,0.684009,0.659033
2377,8.0,180334669.0,1.493701,0.655811,0.634863
2378,7.0,180339687.0,1.465503,0.694482,0.672729
2379,6.0,180344705.0,1.53479,0.693677,0.671924
2380,5.0,180349723.0,1.562988,0.656616,0.632446
2381,3.0,180359759.0,1.509814,0.699316,0.679175
2382,2.0,180369795.0,1.434082,0.675952,0.656616
2383,1.0,180374813.0,1.496118,0.701733,0.67998
2384,0.0,180379851.0,1.567017,0.672729,0.64856
2385,18.0,180384882.0,1.471948,0.660645,0.638892
2386,17.0,180389908.0,1.480811,0.700122,0.675952
2387,16.0,180394929.0,1.496924,0.696094,0.670312
2388,15.0,180399946.0,1.571045,0.659839,0.630835
2389,14.0,180404964.0,1.477588,0.693677,0.66709
2390,13.0,180409982.0,1.46792,0.700122,0.674341
2391,12.0,180415000.0,1.595215,0.667895,0.63728
2392,11.0,180420018.0,1.452612,0.67998,0.655811
2393,10.0,180425036.0,1.502563,0.703345,0.677563
2394,8.0,180435072.0,1.482422,0.664673,0.638892
2395,7.0,180440090.0,1.472754,0.700122,0.676758
2396,6.0,180445108.0,1.539624,0.697705,0.671118
2397,5.0,180450126.0,1.539624,0.659033,0.633252
2398,0.0,180475217.0,1.51062,0.703345,0.678369
2399,0.0,180480256.0,1.568628,0.676758,0.651782
2400,17.0,180485288.0,1.485644,0.666284,0.642114
2401,17.0,180490311.0,1.484033,0.702539,0.676758
2402,16.0,180495328.0,1.582324,0.699316,0.670312
2403,15.0,180500346.0,1.456641,0.655005,0.632446
2404,14.0,180505364.0,1.463892,0.694482,0.671924
2405,13.0,180510382.0,1.544458,0.702539,0.676758
2406,12.0,180515400.0,1.58313,0.665479,0.636475
2407,11.0,180520418.0,1.521899,0.688037,0.662256
2408,8.0,180535484.0,1.477588,0.667895,0.645337
2409,7.0,180540502.0,1.482422,0.702539,0.678369
2410,6.0,180545520.0,1.547681,0.695288,0.670312
2411,5.0,180550538.0,1.521899,0.658228,0.633252
2412,2.0,180565592.0,1.572656,0.660645,0.633252
2413,1.0,180570610.0,1.434082,0.681592,0.659839
2414,0.0,180575647.0,1.51062,0.699316,0.675146
2415,18.0,180580687.0,1.573462,0.671924,0.644531
2416,17.0,180585711.0,1.447778,0.664673,0.644531
2417,16.0,180590730.0,1.477588,0.697705,0.675146
2418,16.0,180595748.0,1.618579,0.694482,0.664673
2419,9.0,180630878.0,1.583935,0.674341,0.646143
2420,8.0,180635896.0,1.457446,0.671118,0.650171
2421,7.0,180640914.0,1.492895,0.702539,0.679175
2422,6.0,180645932.0,1.549292,0.692871,0.66709
2423,5.0,180650950.0,1.507397,0.659033,0.635669
2424,4.0,180655968.0,1.463892,0.696899,0.675146
2425,3.0,180660986.0,1.528345,0.699316,0.675146
2426,2.0,180666004.0,1.560571,0.660645,0.634863
2427,1.0,180671022.0,1.435693,0.688037,0.66709
2428,0.0,180676064.0,1.511426,0.702539,0.679175
2429,18.0,180681104.0,1.582324,0.671924,0.64292
2430,17.0,180686128.0,1.451807,0.673535,0.653394
2431,16.0,180691147.0,1.49209,0.702539,0.679175
2432,15.0,180696166.0,1.55332,0.690454,0.664673
2433,15.0,180701183.0,1.502563,0.659839,0.636475
2434,14.0,180706201.0,1.466309,0.697705,0.676758
2435,12.0,180716237.0,1.524316,0.658228,0.634863
2436,11.0,180721255.0,1.434082,0.689648,0.668701
2437,10.0,180726280.0,1.533179,0.702539,0.678369
2438,9.0,180731300.0,1.579102,0.670312,0.642114
2439,7.0,180741336.0,1.489673,0.702539,0.679175
2440,6.0,180746354.0,1.557349,0.688037,0.66145
2441,5.0,180751372.0,1.496118,0.659839,0.636475
2442,4.0,180756390.0,1.467114,0.698511,0.676758
2443,2.0,180766426.0,1.55332,0.659839,0.634863
2444,1.0,180771444.0,1.432471,0.690454,0.671118
2445,0.0,180776484.0,1.523511,0.700122,0.678369
2446,18.0,180781521.0,1.590381,0.667895,0.642114
2447,17.0,180786545.0,1.434082,0.678369,0.658228
2448,16.0,180791565.0,1.505786,0.70415,0.680786
2449,15.0,180796583.0,1.5646,0.686426,0.660645
2450,14.0,180801601.0,1.488867,0.662256,0.639697
2451,13.0,180806619.0,1.475171,0.700122,0.675952
2452,13.0,180811637.0,1.550098,0.698511,0.671118
2453,12.0,180816655.0,1.480811,0.655005,0.630835
2454,11.0,180821673.0,1.444556,0.692065,0.668701
2455,9.0,180831710.0,1.615356,0.668701,0.638892
2456,8.0,180836728.0,1.455029,0.680786,0.659033
2457,7.0,180841746.0,1.504175,0.703345,0.679175
2458,6.0,180846764.0,1.567822,0.684009,0.657422
2459,5.0,180851782.0,1.482422,0.663867,0.641309
2460,2.0,180866836.0,1.535596,0.658228,0.635669
2461,1.0,180871854.0,1.451001,0.692871,0.673535
2462,0.0,180876892.0,1.521899,0.699316,0.679175
2463,18.0,180881926.0,1.578296,0.657422,0.632446
2464,17.0,180886949.0,1.429248,0.681592,0.66145
2465,16.0,180891967.0,1.51626,0.705762,0.680786
2466,15.0,180896985.0,1.574268,0.683203,0.655811
2467,14.0,180902003.0,1.466309,0.666284,0.64292
2468,13.0,180907021.0,1.483227,0.701733,0.677563
2469,12.0,180912039.0,1.531567,0.696094,0.670312
2470,12.0,180917057.0,1.539624,0.659033,0.631641
2471,11.0,180922075.0,1.485644,0.696094,0.668701
2472,10.0,180927096.0,1.46792,0.698511,0.674341
2473,8.0,180937133.0,1.43811,0.67998,0.659033
2474,7.0,180942151.0,1.515454,0.700122,0.678369
2475,6.0,180947169.0,1.609717,0.678369,0.651782
2476,5.0,180952187.0,1.430054,0.66145,0.64292
2477,3.0,180962223.0,1.550903,0.692065,0.668701
2478,2.0,180967241.0,1.524316,0.655005,0.634058
2479,1.0,180972259.0,1.457446,0.69126,0.671924
2480,0.0,180977298.0,1.527539,0.696094,0.673535
2481,18.0,180982334.0,1.570239,0.658228,0.632446
2482,17.0,180987358.0,1.455835,0.682397,0.662256
2483,16.0,180992377.0,1.457446,0.696899,0.677563
2484,15.0,180997395.0,1.612134,0.674341,0.647754
2485,14.0,181002414.0,1.450195,0.665479,0.645337
2486,13.0,181007433.0,1.487256,0.697705,0.676758
2487,12.0,181012452.0,1.554126,0.692065,0.666284
2488,11.0,181017470.0,1.503369,0.655005,0.630029
2489,10.0,181027506.0,1.519482,0.694482,0.671924
2490,9.0,181032525.0,1.569434,0.656616,0.632446
2491,8.0,181037543.0,1.438916,0.681592,0.66145
2492,7.0,181042561.0,1.502563,0.696899,0.675146
2493,6.0,181047579.0,1.583935,0.670312,0.645337
2494,5.0,181052597.0,1.455029,0.666284,0.647754
2495,4.0,181057615.0,1.484033,0.696899,0.677563
2496,3.0,181062633.0,1.548486,0.688037,0.665479
2497,0.0,181077708.0,1.560571,0.696899,0.675146
2498,18.0,181082743.0,1.505786,0.653394,0.633252
2499,17.0,181087766.0,1.428442,0.684814,0.666284
2500,16.0,181092784.0,1.532373,0.699316,0.677563
2501,15.0,181097802.0,1.572656,0.668701,0.644531
2502,14.0,181102820.0,1.448584,0.669507,0.649365
2503,13.0,181107838.0,1.508203,0.699316,0.677563
2504,12.0,181112856.0,1.532373,0.68562,0.662256
2505,11.0,181117874.0,1.525122,0.658228,0.634058
2506,10.0,181122892.0,1.467114,0.694482,0.671924
2507,9.0,181127912.0,1.54043,0.696899,0.671118
2508,8.0,181132932.0,1.579102,0.658228,0.631641
2509,8.0,181137950.0,1.405078,0.684009,0.666284
2510,7.0,181142968.0,1.496924,0.697705,0.676758
2511,6.0,181147986.0,1.585547,0.66709,0.641309
2512,4.0,181158022.0,1.503369,0.699316,0.675146
2513,3.0,181163040.0,1.546875,0.684009,0.659033
2514,2.0,181168058.0,1.450195,0.653394,0.634058
2515,1.0,181173076.0,1.489673,0.695288,0.673535
2516,18.0,181183148.0,1.543652,0.654199,0.631641
2517,17.0,181188172.0,1.444556,0.688037,0.66709
2518,16.0,181193191.0,1.517065,0.699316,0.676758
2519,15.0,181198209.0,1.592798,0.666284,0.638892
2520,14.0,181203227.0,1.41958,0.672729,0.655005
2521,13.0,181208245.0,1.493701,0.698511,0.678369
2522,12.0,181213263.0,1.574268,0.684009,0.659839
2523,10.0,181223299.0,1.51062,0.698511,0.675146
2524,9.0,181228317.0,1.475977,0.692065,0.671118
2525,8.0,181233336.0,1.5646,0.657422,0.631641
2526,7.0,181238354.0,1.465503,0.688843,0.667895
2527,4.0,181258426.0,1.517871,0.700928,0.677563
2528,3.0,181263444.0,1.557349,0.680786,0.655811
2529,2.0,181268462.0,1.490479,0.660645,0.638892
2530,1.0,181273480.0,1.478394,0.696094,0.675146
2531,0.0,181278518.0,1.533179,0.69126,0.66709
2532,18.0,181283552.0,1.533984,0.655005,0.630835
2533,17.0,181288572.0,1.454224,0.689648,0.668701
2534,16.0,181293590.0,1.541235,0.699316,0.675146
2535,15.0,181298608.0,1.566211,0.662256,0.635669
2536,14.0,181303626.0,1.43811,0.676758,0.657422
2537,12.0,181313662.0,1.5646,0.677563,0.651782
2538,11.0,181318680.0,1.469531,0.660645,0.641309
2539,10.0,181323698.0,1.498535,0.697705,0.676758
2540,9.0,181328719.0,1.528345,0.692065,0.667895
2541,8.0,181333740.0,1.532373,0.654199,0.631641
2542,7.0,181338758.0,1.450195,0.689648,0.667895
2543,6.0,181343776.0,1.542041,0.699316,0.673535
2544,5.0,181353812.0,1.440527,0.67998,0.657422
2545,4.0,181358830.0,1.506592,0.702539,0.675146
2546,3.0,181363848.0,1.575879,0.678369,0.647754
2547,2.0,181368866.0,1.474365,0.663867,0.641309
2548,18.0,181383956.0,1.471143,0.650977,0.630029
2549,17.0,181388978.0,1.480811,0.692871,0.670312
2550,16.0,181393996.0,1.529956,0.697705,0.673535
2551,15.0,181399014.0,1.575879,0.659839,0.634863
2552,14.0,181404032.0,1.435693,0.67998,0.662256
2553,11.0,181419086.0,1.480811,0.665479,0.645337
2554,10.0,181424104.0,1.483227,0.697705,0.676758
2555,9.0,181429123.0,1.556543,0.690454,0.667895
2556,8.0,181434142.0,1.517871,0.655005,0.634058
2557,4.0,181459232.0,1.521094,0.699316,0.679175
2558,3.0,181464250.0,1.575073,0.671118,0.647754
2559,2.0,181469268.0,1.454224,0.666284,0.64856
2560,1.0,181474286.0,1.496118,0.697705,0.677563
2561,18.0,181484360.0,1.500147,0.652588,0.633252
2562,17.0,181489383.0,1.466309,0.692065,0.672729
2563,16.0,181494402.0,1.537207,0.696094,0.674341
2564,15.0,181499421.0,1.566211,0.657422,0.634863
2565,14.0,181504439.0,1.440527,0.684009,0.66709
2566,13.0,181509457.0,1.515454,0.697705,0.678369
2567,12.0,181514475.0,1.567822,0.667895,0.646948
2568,11.0,181519493.0,1.487256,0.671118,0.652588
2569,10.0,181524511.0,1.445361,0.694482,0.678369
2570,9.0,181529530.0,1.571045,0.686426,0.663867
2571,8.0,181534549.0,1.511426,0.655005,0.634058
2572,7.0,181539567.0,1.463086,0.692065,0.672729
2573,5.0,181549603.0,1.554932,0.655005,0.632446
2574,4.0,181554621.0,1.431665,0.683203,0.666284
2575,3.0,181559639.0,1.512231,0.697705,0.677563
2576,2.0,181564657.0,1.581519,0.66709,0.64292
2577,2.0,181569675.0,1.441333,0.669507,0.652588
2578,1.0,181574693.0,1.484033,0.696094,0.677563
2579,0.0,181579731.0,1.547681,0.681592,0.660645
2580,18.0,181584763.0,1.502563,0.654199,0.634863
2581,17.0,181589783.0,1.43811,0.690454,0.674341
2582,16.0,181594801.0,1.554126,0.692871,0.673535
2583,15.0,181599819.0,1.547681,0.653394,0.632446
2584,14.0,181604837.0,1.451001,0.684814,0.668701
2585,12.0,181614873.0,1.606494,0.665479,0.641309
2586,11.0,181619891.0,1.426831,0.671118,0.655811
2587,10.0,181624909.0,1.519482,0.698511,0.678369
2588,9.0,181629927.0,1.562988,0.682397,0.658228
2589,4.0,181655018.0,1.44939,0.686426,0.666284
2590,3.0,181660036.0,1.511426,0.696899,0.673535
2591,2.0,181665054.0,1.628247,0.666284,0.636475
2592,1.0,181670072.0,1.389771,0.671118,0.654199
2593,0.0,181680128.0,1.527539,0.679175,0.655811
2594,18.0,181685160.0,1.538818,0.662256,0.639697
2595,17.0,181690180.0,1.422803,0.694482,0.676758
2596,16.0,181695198.0,1.554126,0.696094,0.671118
2597,15.0,181700216.0,1.557349,0.658228,0.632446
2598,14.0,181705234.0,1.430859,0.690454,0.671118
2599,13.0,181710252.0,1.542847,0.702539,0.675146
2600,11.0,181720288.0,1.428442,0.67998,0.658228
2601,10.0,181725308.0,1.505786,0.702539,0.678369
2602,9.0,181730326.0,1.575879,0.683203,0.655005
2603,8.0,181735344.0,1.477588,0.664673,0.641309
2604,6.0,181745380.0,1.52915,0.694482,0.668701
2605,5.0,181750398.0,1.549292,0.659033,0.631641
2606,4.0,181755416.0,1.44375,0.692065,0.669507
2607,3.0,181760434.0,1.536401,0.700928,0.675146
2608,2.0,181765452.0,1.556543,0.663867,0.636475
2609,1.0,181770470.0,1.431665,0.680786,0.660645
2610,0.0,181775489.0,1.518677,0.703345,0.679175
2611,18.0,181780527.0,1.594409,0.67998,0.649365
2612,17.0,181785549.0,1.471143,0.666284,0.642114
2613,17.0,181790567.0,1.453418,0.699316,0.676758
2614,16.0,181795585.0,1.546875,0.696094,0.667895
2615,15.0,181800603.0,1.578296,0.66145,0.631641
2616,13.0,181810639.0,1.537207,0.701733,0.674341
2617,12.0,181815657.0,1.587964,0.664673,0.635669
2618,11.0,181820675.0,1.43811,0.683203,0.66145
2619,10.0,181825694.0,1.513037,0.70415,0.678369
2620,9.0,181830712.0,1.557349,0.677563,0.64856
2621,8.0,181835730.0,1.46792,0.667895,0.643726
2622,7.0,181840748.0,1.485644,0.700928,0.675952
2623,6.0,181845766.0,1.548486,0.695288,0.666284
2624,3.0,181860820.0,1.562988,0.702539,0.672729
2625,2.0,181865838.0,1.560571,0.66145,0.630835
2626,0.0,181875897.0,1.482422,0.700928,0.674341
2627,18.0,181880940.0,1.630664,0.681592,0.645337
2628,17.0,181885961.0,1.420386,0.666284,0.644531
2629,16.0,181890979.0,1.496924,0.700122,0.675952
2630,16.0,181895997.0,1.554126,0.69126,0.666284
2631,15.0,181901015.0,1.562183,0.659033,0.634058
2632,14.0,181906033.0,1.379297,0.688843,0.672729
2633,13.0,181911051.0,1.576685,0.700122,0.674341
2634,11.0,181921087.0,1.456641,0.687231,0.666284
2635,10.0,181926106.0,1.474365,0.700122,0.679175
2636,9.0,181931124.0,1.602466,0.675146,0.646948
2637,8.0,181936142.0,1.444556,0.671118,0.650977
2638,6.0,181946178.0,1.5646,0.692871,0.666284
2639,5.0,181951196.0,1.496924,0.659033,0.635669
2640,4.0,181956214.0,1.480005,0.697705,0.675146
2641,2.0,181966250.0,1.555737,0.660645,0.635669
2642,1.0,181971268.0,1.433276,0.689648,0.670312
2643,0.0,181976309.0,1.513843,0.700928,0.680786
2644,18.0,181981346.0,1.580713,0.670312,0.645337
2645,17.0,181986368.0,1.442139,0.674341,0.654199
2646,16.0,181991385.0,1.495312,0.703345,0.67998
2647,15.0,181996403.0,1.58313,0.69126,0.663867
2648,14.0,182001421.0,1.484033,0.659839,0.638086
2649,13.0,182011457.0,1.543652,0.700122,0.674341
2650,12.0,182016475.0,1.550098,0.659839,0.631641
2651,11.0,182021493.0,1.440527,0.690454,0.66709
2652,10.0,182026511.0,1.514648,0.703345,0.677563
2653,6.0,182046583.0,1.561377,0.687231,0.66145
2654,5.0,182051601.0,1.497729,0.660645,0.638086
2655,4.0,182056619.0,1.460669,0.697705,0.677563
2656,3.0,182061637.0,1.523511,0.696094,0.673535
2657,2.0,182066655.0,1.554932,0.657422,0.633252
2658,0.0,182076711.0,1.407495,0.692871,0.678369
2659,18.0,182081745.0,1.635498,0.665479,0.640503
2660,17.0,182086767.0,1.440527,0.674341,0.657422
