,sample,timeSinceboot,ADC0,ADC1,ADC2
1097,14.0,172503159.0,1.475977,0.688037,0.664673
1098,11.0,172518213.0,1.485644,0.679175,0.655811
1099,10.0,172523231.0,1.503369,0.695288,0.672729
1100,9.0,172528252.0,1.519482,0.689648,0.665479
1101,8.0,172533272.0,1.508203,0.672729,0.650977
1102,7.0,172538290.0,1.497729,0.692871,0.671118
1103,6.0,172543308.0,1.521899,0.692871,0.670312
1104,5.0,172548326.0,1.528345,0.672729,0.650171
1105,4.0,172558362.0,1.513843,0.695288,0.672729
1106,3.0,172563380.0,1.538013,0.679175,0.655005
1107,2.0,172568398.0,1.478394,0.67998,0.657422
1108,1.0,172573416.0,1.507397,0.695288,0.671924
1109,0.0,172578453.0,1.523511,0.687231,0.663867
1110,18.0,172583485.0,1.499341,0.671924,0.64856
1111,17.0,172588507.0,1.495312,0.693677,0.671118
1112,16.0,172593525.0,1.521094,0.692871,0.669507
1113,15.0,172598543.0,1.526733,0.672729,0.64856
1114,14.0,172603561.0,1.480005,0.690454,0.668701
1115,13.0,172608579.0,1.521899,0.695288,0.671924
1116,12.0,172613597.0,1.54043,0.678369,0.654199
1117,10.0,172623633.0,1.51062,0.695288,0.672729
1118,9.0,172628651.0,1.528345,0.688037,0.664673
1119,8.0,172633670.0,1.504175,0.672729,0.650977
1120,7.0,172638688.0,1.493701,0.694482,0.671924
1121,4.0,172658760.0,1.514648,0.694482,0.672729
1122,3.0,172663778.0,1.532373,0.676758,0.653394
1123,2.0,172668796.0,1.477588,0.681592,0.660645
1124,1.0,172673814.0,1.509814,0.695288,0.671924
1125,18.0,172683886.0,1.498535,0.672729,0.651782
1126,17.0,172688906.0,1.500147,0.694482,0.671118
1127,16.0,172693924.0,1.521094,0.692065,0.666284
1128,15.0,172698942.0,1.518677,0.671924,0.646948
1129,14.0,172703960.0,1.484033,0.69126,0.66709
1130,13.0,172708978.0,1.51626,0.694482,0.668701
1131,12.0,172713996.0,1.537207,0.676758,0.650977
1132,11.0,172719014.0,1.476782,0.683203,0.66145
1133,10.0,172724032.0,1.512231,0.695288,0.671924
1134,9.0,172729054.0,1.530762,0.684009,0.660645
1135,8.0,172734072.0,1.494507,0.674341,0.651782
1136,7.0,172739090.0,1.500952,0.693677,0.671924
1137,6.0,172744108.0,1.524316,0.69126,0.667895
1138,4.0,172754144.0,1.482422,0.69126,0.668701
1139,3.0,172759162.0,1.515454,0.693677,0.671118
1140,3.0,172764180.0,1.533984,0.675146,0.651782
1141,2.0,172769198.0,1.476782,0.684814,0.663061
1142,1.0,172774216.0,1.509814,0.696094,0.671924
1143,0.0,172779256.0,1.535596,0.684814,0.656616
1144,18.0,172784287.0,1.489673,0.675146,0.650171
1145,17.0,172789307.0,1.501758,0.695288,0.668701
1146,16.0,172794324.0,1.524316,0.69126,0.663867
1147,15.0,172799342.0,1.511426,0.671924,0.645337
1148,14.0,172804360.0,1.487256,0.69126,0.66709
1149,13.0,172809378.0,1.517065,0.693677,0.668701
1150,11.0,172819414.0,1.477588,0.684814,0.663867
1151,10.0,172824434.0,1.51062,0.695288,0.672729
1152,9.0,172829453.0,1.53479,0.683203,0.659033
1153,8.0,172834471.0,1.491284,0.676758,0.654199
1154,7.0,172839489.0,1.500952,0.694482,0.671924
1155,6.0,172844507.0,1.524316,0.69126,0.666284
1156,5.0,172849525.0,1.512231,0.671118,0.646948
1157,4.0,172854543.0,1.489673,0.690454,0.668701
1158,1.0,172869597.0,1.476782,0.684814,0.663867
1159,1.0,172874615.0,1.51626,0.694482,0.671924
1160,18.0,172884685.0,1.488867,0.677563,0.655005
1161,17.0,172889708.0,1.503369,0.694482,0.671924
1162,16.0,172894728.0,1.519482,0.689648,0.664673
1163,15.0,172899747.0,1.509009,0.671924,0.646143
1164,14.0,172904765.0,1.489673,0.692065,0.66709
1165,13.0,172909783.0,1.521899,0.693677,0.666284
1166,12.0,172914801.0,1.532373,0.673535,0.644531
1167,11.0,172919819.0,1.480811,0.687231,0.660645
1168,10.0,172924840.0,1.512231,0.696094,0.66709
1169,5.0,172949931.0,1.506592,0.671924,0.647754
1170,4.0,172954949.0,1.493701,0.692871,0.669507
1171,3.0,172959967.0,1.521094,0.692065,0.668701
1172,2.0,172964985.0,1.527539,0.672729,0.647754
1173,18.0,172980060.0,1.536401,0.677563,0.653394
1174,17.0,172985084.0,1.480811,0.67998,0.656616
1175,17.0,172990102.0,1.504175,0.695288,0.671118
1176,16.0,172995120.0,1.525122,0.688037,0.66145
1177,15.0,173000138.0,1.505786,0.671924,0.645337
1178,14.0,173005156.0,1.495312,0.692871,0.667895
1179,12.0,173015192.0,1.524316,0.671924,0.645337
1180,11.0,173020210.0,1.476782,0.689648,0.664673
1181,10.0,173025230.0,1.515454,0.694482,0.667895
1182,9.0,173030249.0,1.54043,0.678369,0.64856
1183,8.0,173035267.0,1.478394,0.680786,0.654199
1184,7.0,173040285.0,1.509009,0.694482,0.668701
1185,6.0,173045303.0,1.525928,0.686426,0.66145
1186,5.0,173050321.0,1.502563,0.672729,0.647754
1187,2.0,173065375.0,1.523511,0.672729,0.646948
1188,1.0,173070393.0,1.480811,0.689648,0.66709
1189,18.0,173080470.0,1.535596,0.675146,0.650977
1190,17.0,173085493.0,1.482422,0.682397,0.659839
1191,16.0,173090512.0,1.509814,0.695288,0.673535
1192,16.0,173095530.0,1.527539,0.687231,0.663867
1193,14.0,173105566.0,1.496118,0.693677,0.671924
1194,13.0,173110584.0,1.51626,0.692065,0.667895
1195,12.0,173115602.0,1.521899,0.671118,0.647754
1196,11.0,173120620.0,1.485644,0.690454,0.668701
1197,10.0,173125639.0,1.517065,0.693677,0.671924
1198,9.0,173130658.0,1.543652,0.675952,0.651782
1199,8.0,173135676.0,1.478394,0.682397,0.66145
1200,6.0,173145712.0,1.533984,0.684814,0.66145
1201,5.0,173150730.0,1.497729,0.673535,0.653394
1202,4.0,173155748.0,1.496924,0.693677,0.673535
1203,3.0,173160766.0,1.522705,0.69126,0.670312
1204,18.0,173180878.0,1.530762,0.672729,0.649365
1205,17.0,173185899.0,1.475977,0.684009,0.66145
1206,16.0,173190917.0,1.509009,0.694482,0.671924
1207,15.0,173195935.0,1.533179,0.684009,0.658228
1208,14.0,173200953.0,1.491284,0.674341,0.651782
1209,13.0,173210989.0,1.524316,0.690454,0.66709
1210,12.0,173216007.0,1.512231,0.671118,0.64856
1211,11.0,173221025.0,1.481616,0.690454,0.669507
1212,9.0,173231061.0,1.533984,0.673535,0.651782
1213,8.0,173236079.0,1.476782,0.684814,0.664673
1214,7.0,173241097.0,1.512231,0.694482,0.673535
1215,6.0,173246115.0,1.53479,0.683203,0.659033
1216,5.0,173251133.0,1.489673,0.675146,0.655005
1217,4.0,173256151.0,1.500147,0.694482,0.673535
1218,3.0,173261169.0,1.522705,0.690454,0.667895
1219,2.0,173266187.0,1.509009,0.671118,0.64856
1220,0.0,173276243.0,1.51626,0.692065,0.667895
1221,18.0,173281277.0,1.532373,0.671924,0.646948
1222,17.0,173286298.0,1.478394,0.68562,0.663061
1223,16.0,173291316.0,1.513037,0.695288,0.670312
1224,15.0,173296334.0,1.536401,0.681592,0.655811
1225,14.0,173301352.0,1.485644,0.677563,0.653394
1226,13.0,173306370.0,1.501758,0.694482,0.671118
1227,12.0,173311388.0,1.520288,0.689648,0.664673
1228,12.0,173316406.0,1.509814,0.671924,0.646948
1229,11.0,173321424.0,1.491284,0.692065,0.668701
1230,10.0,173326443.0,1.521899,0.693677,0.668701
1231,7.0,173341497.0,1.514648,0.694482,0.670312
1232,6.0,173346515.0,1.545264,0.680786,0.654199
1233,5.0,173351533.0,1.480811,0.677563,0.655005
1234,4.0,173356551.0,1.504175,0.694482,0.670312
1235,1.0,173371605.0,1.490479,0.692065,0.66709
1236,18.0,173381682.0,1.527539,0.671118,0.644531
1237,17.0,173386702.0,1.475977,0.687231,0.663867
1238,16.0,173391720.0,1.509814,0.694482,0.670312
1239,15.0,173396738.0,1.541235,0.679175,0.652588
1240,13.0,173406774.0,1.506592,0.694482,0.668701
1241,12.0,173411792.0,1.525928,0.688037,0.660645
1242,11.0,173416810.0,1.50498,0.671924,0.645337
1243,11.0,173421828.0,1.495312,0.692871,0.667895
1244,10.0,173426847.0,1.518677,0.692065,0.666284
1245,9.0,173431865.0,1.523511,0.671924,0.645337
1246,8.0,173436883.0,1.484839,0.689648,0.664673
1247,7.0,173441901.0,1.520288,0.694482,0.668701
1248,5.0,173451937.0,1.479199,0.680786,0.657422
1249,4.0,173456955.0,1.505786,0.694482,0.671118
1250,3.0,173461973.0,1.525928,0.688037,0.663867
1251,1.0,173472009.0,1.494507,0.692871,0.671924
1252,0.0,173477048.0,1.521094,0.689648,0.668701
1253,18.0,173482083.0,1.521899,0.670312,0.64856
1254,17.0,173487106.0,1.477588,0.688843,0.66709
1255,16.0,173492124.0,1.514648,0.693677,0.671118
1256,15.0,173497142.0,1.538818,0.677563,0.652588
1257,14.0,173502160.0,1.475977,0.681592,0.659839
1258,13.0,173507178.0,1.509814,0.694482,0.671118
1259,12.0,173512196.0,1.527539,0.686426,0.659839
1260,11.0,173517214.0,1.496924,0.672729,0.646948
1261,10.0,173522232.0,1.496118,0.692871,0.666284
1262,9.0,173527251.0,1.522705,0.69126,0.663867
1263,8.0,173537286.0,1.479199,0.689648,0.664673
1264,7.0,173542304.0,1.517065,0.693677,0.66709
1265,6.0,173547322.0,1.535596,0.675146,0.647754
1266,5.0,173552340.0,1.475171,0.683203,0.658228
1267,0.0,173577449.0,1.524316,0.687231,0.663867
1268,18.0,173582483.0,1.513037,0.66709,0.644531
1269,17.0,173587503.0,1.483227,0.687231,0.66709
1270,16.0,173592521.0,1.522705,0.69126,0.669507
1271,15.0,173597539.0,1.538013,0.671118,0.64856
1272,14.0,173602557.0,1.478394,0.679175,0.660645
1273,13.0,173607575.0,1.51062,0.69126,0.671118
1274,12.0,173612593.0,1.533984,0.67998,0.659839
1275,11.0,173617611.0,1.492895,0.670312,0.652588
1276,8.0,173632669.0,1.51626,0.66709,0.647754
1277,8.0,173637687.0,1.484839,0.686426,0.667895
1278,7.0,173642705.0,1.517871,0.688843,0.668701
1279,6.0,173647723.0,1.536401,0.670312,0.64856
1280,5.0,173652741.0,1.472754,0.67998,0.66145
1281,4.0,173657759.0,1.514648,0.690454,0.669507
1282,2.0,173667795.0,1.490479,0.670312,0.650977
1283,1.0,173672813.0,1.499341,0.689648,0.668701
1284,0.0,173677854.0,1.519482,0.68562,0.663867
1285,18.0,173682888.0,1.515454,0.665479,0.643726
1286,17.0,173687912.0,1.490479,0.688037,0.665479
1287,16.0,173692930.0,1.517065,0.689648,0.666284
1288,15.0,173697948.0,1.530762,0.670312,0.646143
1289,14.0,173702966.0,1.477588,0.681592,0.662256
1290,13.0,173707984.0,1.509814,0.690454,0.670312
1291,8.0,173733076.0,1.509814,0.66709,0.646143
1292,7.0,173738094.0,1.490479,0.686426,0.66709
1293,6.0,173743112.0,1.518677,0.688037,0.665479
1294,6.0,173748130.0,1.532373,0.668701,0.647754
1295,1.0,173773220.0,1.503369,0.69126,0.671924
1296,0.0,173778259.0,1.521899,0.682397,0.663867
1297,18.0,173783293.0,1.506592,0.666284,0.647754
1298,17.0,173788315.0,1.492895,0.689648,0.670312
1299,16.0,173793333.0,1.521094,0.689648,0.668701
1300,15.0,173798350.0,1.52915,0.668701,0.647754
1301,14.0,173803368.0,1.479199,0.684009,0.666284
1302,13.0,173808386.0,1.51626,0.69126,0.671924
1303,12.0,173813404.0,1.536401,0.675146,0.654199
1304,11.0,173818422.0,1.482422,0.674341,0.658228
1305,10.0,173823440.0,1.506592,0.692065,0.671924
1306,8.0,173833480.0,1.503369,0.66709,0.64856
1307,7.0,173838498.0,1.492895,0.687231,0.668701
1308,6.0,173843516.0,1.525122,0.688037,0.667895
1309,5.0,173848534.0,1.525122,0.66709,0.647754
1310,5.0,173853552.0,1.480811,0.683203,0.663867
1311,3.0,173863588.0,1.54043,0.671924,0.651782
1312,2.0,173868606.0,1.477588,0.674341,0.655811
1313,1.0,173873624.0,1.505786,0.688843,0.670312
1314,0.0,173878662.0,1.524316,0.677563,0.659033
1315,18.0,173883695.0,1.503369,0.666284,0.646143
1316,17.0,173888717.0,1.496118,0.688037,0.668701
1317,16.0,173893735.0,1.524316,0.687231,0.66709
1318,15.0,173898753.0,1.521094,0.66709,0.646143
1319,14.0,173903771.0,1.480811,0.68562,0.66709
1320,13.0,173908789.0,1.517065,0.690454,0.670312
1321,9.0,173928861.0,1.529956,0.682397,0.662256
1322,8.0,173933879.0,1.498535,0.668701,0.649365
1323,7.0,173938897.0,1.492895,0.689648,0.670312
1324,6.0,173943915.0,1.521094,0.687231,0.666284
1325,5.0,173948933.0,1.517065,0.66709,0.646143
1326,4.0,173953951.0,1.482422,0.684814,0.664673
1327,3.0,173958969.0,1.517871,0.689648,0.66709
1328,3.0,173963987.0,1.537207,0.671924,0.64856
1329,2.0,173969005.0,1.477588,0.678369,0.659839
1330,1.0,173974023.0,1.509009,0.690454,0.671924
1331,0.0,173979062.0,1.530762,0.679175,0.659839
1332,18.0,173984095.0,1.496118,0.668701,0.650977
1333,17.0,173989118.0,1.498535,0.689648,0.671924
1334,16.0,173994136.0,1.521899,0.686426,0.667895
1335,15.0,173999154.0,1.517871,0.667895,0.64856
1336,14.0,174004172.0,1.481616,0.686426,0.670312
1337,13.0,174009190.0,1.517871,0.690454,0.671924
1338,12.0,174014208.0,1.533984,0.671118,0.652588
1339,11.0,174019226.0,1.475977,0.67998,0.663867
1340,10.0,174024244.0,1.509009,0.690454,0.672729
1341,9.0,174029266.0,1.531567,0.678369,0.659033
1342,8.0,174034287.0,1.496924,0.670312,0.651782
1343,5.0,174049341.0,1.51626,0.668701,0.647754
1344,3.0,174059377.0,1.521094,0.692065,0.667895
1345,2.0,174064395.0,1.532373,0.672729,0.646143
1346,2.0,174069413.0,1.475977,0.684009,0.66145
1347,1.0,174074432.0,1.513843,0.693677,0.671118
1348,0.0,174079472.0,1.537207,0.680786,0.657422
1349,18.0,174084505.0,1.489673,0.674341,0.653394
1350,17.0,174089527.0,1.505786,0.696094,0.672729
1351,16.0,174094545.0,1.523511,0.690454,0.667895
1352,15.0,174099564.0,1.51062,0.671118,0.64856
1353,10.0,174124656.0,1.514648,0.695288,0.671118
1354,9.0,174129675.0,1.537207,0.681592,0.655811
1355,8.0,174134693.0,1.488867,0.676758,0.655005
1356,7.0,174139711.0,1.503369,0.694482,0.671924
1357,6.0,174144729.0,1.521899,0.69126,0.665479
1358,3.0,174159783.0,1.519482,0.693677,0.667895
1359,2.0,174164801.0,1.532373,0.674341,0.647754
1360,1.0,174169819.0,1.477588,0.688843,0.663867
1361,0.0,174174838.0,1.513843,0.696899,0.671924
1362,0.0,174179876.0,1.533984,0.682397,0.655811
1363,17.0,174184908.0,1.480811,0.683203,0.659033
1364,17.0,174189930.0,1.504175,0.698511,0.671924
1365,16.0,174194949.0,1.525122,0.692871,0.666284
1366,15.0,174199966.0,1.50498,0.675146,0.64856
1367,13.0,174210002.0,1.523511,0.696899,0.667895
1368,12.0,174215020.0,1.527539,0.676758,0.647754
1369,11.0,174220038.0,1.480005,0.692065,0.665479
1370,10.0,174225067.0,1.515454,0.698511,0.670312
1371,8.0,174235107.0,1.484839,0.682397,0.654199
1372,4.0,174255179.0,1.495312,0.693677,0.66709
1373,3.0,174260197.0,1.523511,0.692871,0.664673
1374,2.0,174265215.0,1.524316,0.672729,0.64292
1375,1.0,174270233.0,1.480811,0.689648,0.663867
1376,18.0,174280305.0,1.535596,0.677563,0.650977
1377,17.0,174285330.0,1.475977,0.67998,0.655005
1378,17.0,174290350.0,1.508203,0.696094,0.668701
1379,16.0,174295369.0,1.527539,0.688037,0.660645
1380,15.0,174300386.0,1.498535,0.672729,0.646143
1381,14.0,174305404.0,1.496924,0.693677,0.66709
1382,13.0,174310422.0,1.519482,0.692065,0.665479
1383,11.0,174320458.0,1.482422,0.689648,0.665479
1384,10.0,174325476.0,1.517065,0.695288,0.668701
1385,9.0,174330495.0,1.535596,0.677563,0.649365
1386,3.0,174360603.0,1.524316,0.692065,0.667895
1387,2.0,174365621.0,1.519482,0.671924,0.64856
1388,1.0,174370639.0,1.481616,0.690454,0.667895
1389,0.0,174375679.0,1.517065,0.687231,0.660645
1390,18.0,174380718.0,1.535596,0.675952,0.649365
1391,17.0,174385741.0,1.473559,0.684814,0.660645
1392,16.0,174390759.0,1.509009,0.697705,0.671924
1393,15.0,174395777.0,1.53479,0.688037,0.659839
1394,15.0,174400795.0,1.497729,0.677563,0.650977
1395,14.0,174405813.0,1.496924,0.696899,0.671118
1396,13.0,174410831.0,1.523511,0.695288,0.66709
1397,12.0,174415849.0,1.518677,0.675146,0.646948
1398,11.0,174420867.0,1.482422,0.694482,0.667895
1399,10.0,174425889.0,1.517065,0.697705,0.670312
1400,9.0,174430909.0,1.536401,0.679175,0.649365
1401,8.0,174435927.0,1.476782,0.688037,0.66145
1402,7.0,174440945.0,1.51062,0.698511,0.671118
1403,5.0,174450981.0,1.495312,0.676758,0.651782
1404,4.0,174455999.0,1.500147,0.696094,0.673535
1405,3.0,174461017.0,1.521094,0.692065,0.66709
1406,2.0,174466035.0,1.514648,0.671118,0.647754
1407,1.0,174471053.0,1.48645,0.69126,0.66709
1408,0.0,174476094.0,1.523511,0.700122,0.674341
1409,18.0,174481132.0,1.53479,0.671924,0.645337
1410,17.0,174486155.0,1.474365,0.684009,0.660645
1411,16.0,174491173.0,1.512231,0.693677,0.668701
1412,15.0,174496191.0,1.533179,0.681592,0.657422
1413,14.0,174501209.0,1.489673,0.675146,0.653394
1414,13.0,174506227.0,1.501758,0.693677,0.671118
1415,12.0,174516263.0,1.512231,0.671118,0.645337
1416,11.0,174521281.0,1.491284,0.69126,0.66709
1417,10.0,174526299.0,1.524316,0.692871,0.66709
1418,9.0,174531317.0,1.535596,0.673535,0.647754
1419,8.0,174536335.0,1.474365,0.684814,0.66145
1420,7.0,174541353.0,1.513037,0.694482,0.669507
1421,6.0,174546371.0,1.538013,0.680786,0.653394
1422,5.0,174551389.0,1.488867,0.676758,0.652588
1423,2.0,174566443.0,1.509009,0.671118,0.647754
1424,1.0,174571461.0,1.491284,0.69126,0.669507
1425,18.0,174581531.0,1.530762,0.670312,0.64856
1426,17.0,174586554.0,1.477588,0.684009,0.664673
1427,16.0,174591572.0,1.514648,0.69126,0.671118
1428,15.0,174596590.0,1.537207,0.677563,0.655811
1429,14.0,174601608.0,1.485644,0.674341,0.655811
1430,12.0,174611644.0,1.527539,0.684814,0.665479
1431,12.0,174616662.0,1.504175,0.66709,0.649365
1432,11.0,174621680.0,1.490479,0.687231,0.670312
1433,10.0,174626698.0,1.518677,0.687231,0.670312
1434,9.0,174631717.0,1.528345,0.66709,0.646143
1435,8.0,174636735.0,1.482422,0.683203,0.664673
1436,6.0,174646771.0,1.535596,0.674341,0.652588
1437,5.0,174651789.0,1.476782,0.674341,0.655005
1438,4.0,174656807.0,1.506592,0.690454,0.671118
1439,2.0,174666843.0,1.503369,0.66709,0.647754
1440,1.0,174671861.0,1.496924,0.688037,0.668701
1441,0.0,174676900.0,1.51626,0.684009,0.665479
1442,18.0,174681933.0,1.521899,0.666284,0.644531
1443,17.0,174686955.0,1.480811,0.684814,0.665479
1444,16.0,174691973.0,1.518677,0.690454,0.669507
1445,15.0,174696991.0,1.535596,0.673535,0.651782
1446,14.0,174702009.0,1.480811,0.675952,0.655005
1447,12.0,174712045.0,1.526733,0.683203,0.663867
1448,11.0,174717063.0,1.499341,0.66709,0.64856
1449,10.0,174722081.0,1.495312,0.688037,0.670312
1450,10.0,174727099.0,1.524316,0.687231,0.667895
1451,9.0,174732118.0,1.525928,0.66709,0.647754
1452,8.0,174737136.0,1.476782,0.684814,0.667895
1453,7.0,174742154.0,1.514648,0.688843,0.671924
1454,5.0,174752190.0,1.476782,0.676758,0.659033
1455,4.0,174757208.0,1.509009,0.689648,0.671924
1456,3.0,174762226.0,1.530762,0.681592,0.662256
1457,2.0,174767244.0,1.501758,0.667895,0.650977
1458,0.0,174777301.0,1.521094,0.686426,0.667895
1459,18.0,174782336.0,1.521094,0.666284,0.647754
1460,17.0,174787359.0,1.484033,0.68562,0.667895
1461,16.0,174792377.0,1.518677,0.690454,0.669507
1462,15.0,174797395.0,1.537207,0.671924,0.649365
1463,14.0,174802413.0,1.477588,0.679175,0.659033
1464,13.0,174807431.0,1.511426,0.69126,0.670312
1465,12.0,174812449.0,1.531567,0.680786,0.659033
1466,11.0,174817467.0,1.492895,0.668701,0.64856
1467,10.0,174822485.0,1.500147,0.689648,0.668701
1468,9.0,174827503.0,1.522705,0.686426,0.665479
1469,9.0,174832521.0,1.51626,0.66709,0.646143
1470,6.0,174847575.0,1.536401,0.671118,0.64856
1471,5.0,174852593.0,1.476782,0.679175,0.66145
1472,4.0,174857611.0,1.513843,0.690454,0.671924
1473,3.0,174862629.0,1.533984,0.679175,0.659839
1474,18.0,174882734.0,1.51062,0.666284,0.646143
1475,17.0,174887757.0,1.48645,0.687231,0.667895
1476,16.0,174892775.0,1.517871,0.689648,0.670312
1477,15.0,174897794.0,1.537207,0.670312,0.650171
1478,14.0,174902811.0,1.473559,0.67998,0.663867
1479,12.0,174912847.0,1.533984,0.679175,0.657422
1480,11.0,174917865.0,1.491284,0.671118,0.650977
1481,10.0,174922883.0,1.498535,0.690454,0.668701
1482,8.0,174932919.0,1.511426,0.66709,0.64292
1483,7.0,174937937.0,1.488062,0.686426,0.664673
1484,7.0,174942955.0,1.521899,0.688843,0.664673
1485,6.0,174947973.0,1.53479,0.668701,0.646143
1486,3.0,174963027.0,1.538013,0.677563,0.654199
1487,2.0,174968045.0,1.488867,0.671924,0.651782
1488,0.0,174978102.0,1.526733,0.684009,0.66145
1489,18.0,174983136.0,1.511426,0.666284,0.644531
1490,17.0,174988157.0,1.490479,0.688037,0.66709
1491,16.0,174993175.0,1.519482,0.688843,0.666284
1492,15.0,174998193.0,1.531567,0.669507,0.646143
1493,14.0,175003211.0,1.479199,0.681592,0.662256
1494,13.0,175008229.0,1.514648,0.690454,0.667895
1495,11.0,175018265.0,1.484033,0.672729,0.651782
1496,10.0,175023283.0,1.500147,0.689648,0.667895
1497,9.0,175028302.0,1.524316,0.684814,0.662256
1498,8.0,175033320.0,1.512231,0.667895,0.646143
1499,6.0,175043356.0,1.521094,0.688037,0.666284
1500,6.0,175048374.0,1.52915,0.667895,0.646143
1501,5.0,175053392.0,1.481616,0.683203,0.664673
1502,3.0,175063428.0,1.538013,0.674341,0.653394
1503,2.0,175068446.0,1.481616,0.674341,0.657422
1504,1.0,175073464.0,1.506592,0.69126,0.671924
1505,0.0,175078504.0,1.523511,0.681592,0.662256
1506,18.0,175083536.0,1.506592,0.666284,0.647754
1507,17.0,175088558.0,1.495312,0.688037,0.669507
1508,16.0,175093577.0,1.523511,0.687231,0.667895
1509,15.0,175098596.0,1.527539,0.66709,0.646948
1510,13.0,175108631.0,1.517065,0.690454,0.667895
1511,12.0,175113649.0,1.538013,0.673535,0.650977
1512,11.0,175118667.0,1.481616,0.675146,0.655005
1513,10.0,175123685.0,1.508203,0.69126,0.668701
1514,9.0,175128704.0,1.523511,0.683203,0.66145
1515,5.0,175148777.0,1.521899,0.66709,0.646948
1516,4.0,175153795.0,1.484839,0.684814,0.66709
1517,4.0,175158813.0,1.515454,0.690454,0.668701
1518,3.0,175163831.0,1.538818,0.674341,0.650171
1519,1.0,175173867.0,1.506592,0.693677,0.66709
1520,0.0,175178906.0,1.527539,0.684009,0.658228
1521,18.0,175183939.0,1.500147,0.671118,0.646143
1522,17.0,175188962.0,1.499341,0.692871,0.667895
1523,16.0,175193979.0,1.522705,0.69126,0.665479
1524,15.0,175198997.0,1.518677,0.671118,0.646143
1525,14.0,175204015.0,1.480811,0.689648,0.666284
1526,13.0,175209033.0,1.517065,0.692871,0.668701
1527,12.0,175214051.0,1.53479,0.675146,0.64856
1528,11.0,175219069.0,1.477588,0.681592,0.658228
1529,10.0,175224087.0,1.51062,0.694482,0.670312
1530,9.0,175229105.0,1.530762,0.684814,0.659033
1531,7.0,175239141.0,1.499341,0.693677,0.670312
1532,6.0,175244159.0,1.521094,0.692065,0.667895
1533,5.0,175249177.0,1.51626,0.671118,0.646143
1534,4.0,175254195.0,1.484839,0.690454,0.66709
1535,0.0,175279306.0,1.533984,0.683203,0.658228
1536,18.0,175284337.0,1.49209,0.673535,0.650977
1537,17.0,175289359.0,1.497729,0.694482,0.671118
1538,16.0,175294378.0,1.521899,0.692065,0.665479
1539,15.0,175299396.0,1.513037,0.671924,0.646143
1540,14.0,175304415.0,1.484033,0.69126,0.666284
1541,13.0,175309433.0,1.517065,0.693677,0.667895
1542,10.0,175324487.0,1.509814,0.694482,0.671924
1543,9.0,175329507.0,1.536401,0.683203,0.658228
1544,8.0,175334528.0,1.491284,0.674341,0.652588
1545,7.0,175339546.0,1.500952,0.693677,0.671118
1546,6.0,175344564.0,1.522705,0.69126,0.66709
1547,5.0,175349582.0,1.511426,0.671118,0.647754
1548,3.0,175359618.0,1.520288,0.692871,0.670312
1549,1.0,175369654.0,1.479199,0.68562,0.664673
1550,1.0,175374672.0,1.514648,0.694482,0.671924
1551,0.0,175379712.0,1.535596,0.67998,0.655811
1552,18.0,175384741.0,1.490479,0.676758,0.655811
1553,17.0,175389761.0,1.504175,0.694482,0.671924
1554,16.0,175394779.0,1.523511,0.690454,0.665479
1555,15.0,175399797.0,1.509009,0.671118,0.647754
1556,14.0,175404815.0,1.488867,0.692065,0.670312
1557,13.0,175409833.0,1.522705,0.692871,0.671118
1558,12.0,175414851.0,1.530762,0.673535,0.649365
1559,11.0,175419869.0,1.479199,0.68562,0.664673
1560,10.0,175424888.0,1.514648,0.694482,0.671118
1561,8.0,175434924.0,1.484033,0.677563,0.655005
1562,7.0,175439942.0,1.505786,0.694482,0.671924
1563,6.0,175444960.0,1.523511,0.688843,0.664673
1564,5.0,175449978.0,1.508203,0.671118,0.646948
1565,3.0,175460014.0,1.521094,0.692871,0.668701
1566,2.0,175465032.0,1.527539,0.671924,0.649365
1567,1.0,175470050.0,1.478394,0.687231,0.666284
1568,0.0,175475069.0,1.512231,0.693677,0.671924
1569,18.0,175480107.0,1.536401,0.678369,0.654199
1570,18.0,175485129.0,1.480811,0.679175,0.658228
1571,17.0,175490148.0,1.506592,0.695288,0.672729
1572,16.0,175495166.0,1.529956,0.688037,0.665479
1573,10.0,175525285.0,1.515454,0.692871,0.671118
1574,6.0,175545363.0,1.525122,0.688037,0.663867
1575,5.0,175550381.0,1.504175,0.671924,0.647754
1576,4.0,175555399.0,1.496118,0.692065,0.668701
1577,2.0,175565435.0,1.521899,0.671118,0.646948
1578,1.0,175570453.0,1.477588,0.688037,0.66709
1579,0.0,175575493.0,1.517065,0.69126,0.671118
1580,18.0,175580532.0,1.53479,0.675146,0.651782
1581,17.0,175585552.0,1.478394,0.680786,0.659033
1582,16.0,175590570.0,1.504175,0.694482,0.671924
1583,16.0,175595588.0,1.520288,0.68562,0.662256
1584,15.0,175600606.0,1.502563,0.672729,0.64856
1585,14.0,175605624.0,1.499341,0.692871,0.668701
1586,13.0,175610642.0,1.522705,0.69126,0.666284
1587,12.0,175615660.0,1.517871,0.671924,0.646143
1588,11.0,175620678.0,1.478394,0.688037,0.666284
1589,9.0,175630715.0,1.532373,0.675952,0.651782
1590,8.0,175635733.0,1.478394,0.681592,0.659839
1591,7.0,175640751.0,1.509814,0.694482,0.671924
1592,6.0,175645769.0,1.530762,0.684814,0.66145
1593,5.0,175650787.0,1.496118,0.672729,0.650977
1594,4.0,175655805.0,1.497729,0.692871,0.671118
1595,3.0,175660823.0,1.521094,0.689648,0.66709
